uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
41437188,/poi/6196.html,6196,光谷步行街,4,这里是败家娘们和吃货的天堂哈哈,2016-05-23 08:11:18,,,,,,,,,,
41437188,/poi/5426285.html,5426285,黄鹤楼Yellow Crane Tower,4,黄鹤楼很有名气，我是慕名而来，登黄鹤楼，仿佛古人离我们不远，但今日的黄鹤楼没有了诗词里面的感觉了,2016-05-23 08:10:31,黄鹤楼位于武昌江畔，紧邻长江大桥，有“天下江山第一楼”的美誉，是地理上武汉的中心。因为建于蛇山之上，再加上5层的楼高，以及周边无高层建筑，所以这里的视野非常开阔。除了黄鹤楼之外，景区内还有大量的石碑、石刻，都是历代名人的真迹。这里绿化非常高，不行在山间非常惬意。每天在落梅轩还有楚地特色的编钟表演，时间分别为10:00，11:40，14:20，16:00，表演免费。,4314,027-88871394,,2小时,电车1路、电车4路，公交10、61、64、108、401、402、411、413、584等路到黄鹤楼站下。或者乘车在阅马场下车（参见首义广场交通）,A.免票政策：儿童在1.2m以下免票，70周岁以上的老人（凭身份证或老年证）免票，现役军人（凭现役军人有效证件）免票、残疾人（凭残疾人证）免票 B.优惠政策：身高1.2-1.4m购儿童票40元，60-69岁的老人（凭身份证或老年证）预订老年票40元，（本科及以下）持有效学生证购票40元,07:30—18:30(4月1日至10月31日)；07:30—17:30(11月1日至3月31日,湖北省武汉市武昌蛇山,
41437188,/poi/7047489.html,7047489,东湖植物园CS野战,3,这里种了很多植物，春天来这里感觉非常放松,2016-05-23 08:08:49,,,,,,,,,,
41437188,/poi/1647.html,1647,世界之窗window of the world,3,这里压根没有玩的娱乐设施，就是些世界景点的缩小版,2016-05-23 08:17:49,世界之窗公园中的各个景点都按不同比例自由仿建，按世界地域结构和游览活动内容分为世界广场、亚洲区、大洋洲区、欧洲区、非洲区、美洲区、世界雕塑园和国际街八大区域。作为以弘扬世界文化精华为主题的大型文化旅游景区，世界之窗荟萃了世界几千年人类文明的精华，有历史遗迹、名胜、自然风光、世界奇观、民居、雕塑等130多个景点，其中包括园林艺术、民俗风情、民间歌舞、大型演出以及高科技参与性娱乐项目等。,3622,0755-26602590;0755-26608000,http://www.szwwco.com,1天,"地铁1、2号线至世界之窗下车； 市内乘坐204,M388、222、223、230、232、234、245、M413、323、324、327、329,369路等公交车至世界之窗站下车",成人票：¥190 元 半价票：¥100 元,9:00-22:30 （如遇大型活动，时间以当日公布为准）,深圳市南山区深南大道9037号,
41437188,/poi/2365.html,2365,青青世界,3,门票60元，感觉就是小朋友玩的地方,2016-05-12 16:16:23,青青世界是一家以休闲度假为主题的观光农场，为“鹏城十景”之一。园区占地面积约20万平方米，景区为分侏罗纪公园、蝴蝶谷、瓜果园、陶艺馆、园艺馆等，另建有欧陆风情的木屋别墅、酒店客户、中餐厅、游泳池、钓鱼池等。园中的游乐项目有制陶、垂钓、蜡雕、手工纺织、编织中国结、城市农夫、制做唐山彩陶版画、蜡染等，妙趣横生，很能锻炼人的动手能力。此外，游客还可以参加足底健康步道、惊险吊桥、果汁屋、蝴蝶谷、茶寮、烧烤场等娱乐设施中的各项活动。青青世界为游客提供全木结构的半山度假木屋和海景酒店客房，客房设施都按四星级标准建造。园内的餐厅主要提供台湾菜和粤菜，此外也有商务套餐和快餐食品。,166,0755-26646988;0755-26403988,http://www.evergreen-cn.com,1天,1、公交：火车站乘地铁至“世界之窗”站，在地铁接驳站换乘42路大巴，直达青青世界； 2、乘坐公交42、81、369、M388、M372、M375、B802、B819路公交车至青青世界站下车。 3、从南山、蛇口码头出发：可乘210路大巴，直达“青青世界站”。 4、出租车：从罗湖、宝安方向打的约需30分钟；从福田、南山方向打的约需20分钟。,60元,08:30~18:00,南山区月亮湾青青街1号,
41437188,/poi/9952.html,9952,莲花山公园,3,景点玩的东西虽然少，但是很适合工作之余的放松和锻炼！,2016-05-12 16:07:30,莲花山公园位于深圳市中心区的最北端，全园占地面积194公顷，公园南区建有以棕榈科植物为主的、具有热带、亚热带风光的8万平方米的椰风林大草地，为游人提供了环境优美的活动空间，3万平方米的人工湖水质清澈 、环境优美，给公园增添了灵气，使游人享受划船和垂钓的乐趣。东南部建成16万平方米以大面积草地和微地形为主的风筝广场，市民在这里放风筝已成为深圳市的一大人文景观 ；东南面坡地种植有上万株凤凰木，每当夏季来临时，凤凰木花开，满山红遍，是莲花山非常壮丽的自然景观。,676,0755-83067950,,1-3小时,公交：莲花山公园站（到正门） 25路; 25区间线; 38路; 41路; 54区间线; 60路; 65路; 71路; 107路; 215路; 228路; 236路; 322路; 374路; 383路; b686路; k105路; k578路; m372路; m390路; n9路; 高峰专线19路 地铁：龙岗线（3号线）、龙华线（4号线）少年宫站F1出口（直走400米到正门或直走10米右转上台阶到风筝广场）,免费,6:00-22:30,深圳市福田区红荔路6030号,
41437188,/poi/29041.html,29041,东湖公园,3,小桥流水，景色可以，很适合亲子，情侣玩,2016-05-12 16:15:35,深圳市东湖公园原名“水库公园”，东连梧桐山，西临沿河路，南接深沙公路，北靠爱国路。深圳市东湖公园内有大家乐露天剧场、红荔书画馆、门球场，网球场四大文化娱乐设施。,160,0755-25410719,,,,,,罗湖区爱国路4006号东湖公园内（近人民检察院侧门）,
41437188,/poi/9964.html,9964,南澳旅游区,4,深圳烧烤，游水不来这里，你还想去哪里！哈哈不错,2016-05-12 16:14:17,南澳旅游区是著名的侨乡之一，位于大鹏半岛的最南部，东临大亚湾，南接太平洋，西连大鹏湾，与香港平洲岛对峙，相距不过千米。南澳居民多以捕鱼为生，每当夜幕降临，这里的海滨就会有渔歌唱晚的场景出现；逢年过节时还有各种渔灯会以及水上娶新娘等民俗可看。这里的海鲜在深圳最为有名，在南澳街头的餐馆里，鲍鱼、海胆等海鲜都可吃到。品海鲜之余，还可以租快艇游览附近小岛。,235,,,1-2天,公交车：在市内乘坐360直达南澳； 自驾车：南澳湾坐落在南澳镇畔，交通便利、道路平坦。开车过盐田，上盐坝高速公路，按路标指引即可到南澳。,免费,全天开放,深圳市大鹏新区南澳,
41437188,/poi/9979.html,9979,大梅沙海滨公园,3,我该怎么评论，我该说实话吗？算了还是不说吧,2016-05-12 16:13:39,大梅沙海滨公园共分游泳区、运动区、休闲区、娱乐区、烧烤场等区。有摩托艇、沙滩车、蹦极、TAGADISCO、水上降落伞、沙滩排球、沙滩足球等众多的游乐项目，并提供购物中心、冲凉寄存、餐饮供应、休闲品茗、泳具出租、保安、救生等配套服务。太阳广场属于公园的中心位置，公园西侧是月亮广场，太阳广场和月亮广场之间有432米长的阳光走廊，公园现种有57种亚热带植物，充分展现出亚热带海滨的自然风光。宽阔的沙滩上还分布有6个大小不等的张拉膜，张拉膜下面设置有供游人休闲品茗、冲凉更衣、洗手间等服务设施。,975,,,3小时,公交车： 387、103、J1、53、242、364、308、观光巴士1路，可在公园的月亮广场或太阳广场下车；208（到总站下车步行5分钟到公园的月亮广场）；360（到梅沙街道办站往盐田方向步行5分钟到公园内的太阳广场）；  自驾车： 广州出发：广州市区华南快线→广深高速→同乐边检站→广深高速→皇岗口岸出口→滨河大道→往罗湖方向直走（见火车站出口不要下）→罗芳立交→罗沙公路→盐田第二通道→盐坝高速→大小梅沙出口 深圳出发：市区→罗芳立交→罗沙公路→盐田第二通道→盐坝高速→大小梅沙出口,免费,6：00至次日1：00,深圳市盐田区盐葵路大梅沙段148号,
41437188,/poi/78206.html,78206,羊台山森林公园,3,感觉不爽，山顶没有东西卖，都是些小贩在卖水！,2016-05-12 16:06:39,羊台山气势宏伟，风光秀丽，海拔高度587米，是深圳西部最高峰。抗日战争时期，当地人民和东江纵队上演了震惊中外的“大营救”，从沦陷的港九孤岛抢救出了茅盾、何香凝、邹韬奋等著名爱国人士。羊台山也因此被称作英雄山。2008年，“羊台叠翠”被评为深圳八景之一。,86,,,,,,,广东省深圳市宝安区共乐路,
