uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
44721882,/poi/5440096.html,5440096,仁寿寺,2,走在祖庙路上，抬头一看：仁寿寺，门口进去是一片空旷地，摆个香塔，供信徒上香，正对面一排房子，中间正殿，房子很扁不好进去的，信徒在外面拜拜，就这么小，谈不上什么景点啦～,2015-06-29 16:54:36,仁寿寺，建于1935年，位于现佛山市禅城区祖庙路。它始创于密后归于禅，一向为佛山及附近四乡释门子弟授戒道常正门石匾仁寿寺三字乃名士手书，字体纤细清秀，被称作鹤形书法。寺于民国中叶已衰败。仁寿寺乃清顺治十三年（1656年）由密宗上师纵堂首建，康熙八年（1669年），僧人玉琳重修山门，至咸丰元年（1851年），僧人仁机又作重修。仁寿寺几度重修后，规模较前拓展，前至佛山涌将军桥头，后达文华里尾，左邻镇南街。右连三官街，寺内除四座主殿外，还有后殿、左右偏殿、龙华堂、方丈室、齐堂、客室以及僧舍99间和花园一个，花园内有彩桥两座。仁寿寺始创于密后归于禅，向为佛山及附近四乡佛门弟子授戒道常仁寿寺内之如意宝塔，1935年由佛山佛教密宗徒李佩弦等捐资兴建，并于1938年由虚云大和尚亲自主持了开光仪式，盛极一时。此塔颇具特色，塔身为七层八角汉式塔，镶有藏文碑匾，塔内供有瓷制佛像十余尊，其中所供奉的陶制红绿度母佛像为石湾冠华陶窑作品，由石湾陶艺名家潘玉书手塑。历史上，仁寿寺内高僧辈出，纵堂、玉琳、祗园、慈云等高僧皆出于此。该寺相传创自明初。西山村邱氏始祖澄源，子时绕，倡率乡人建寺，施出腹陂水田一段为香灯之费，草创居室少许。历代有修建，已知清康熙五十三年（1714）、乾隆丙子（1756）僧本怡主持修建。1952年起改为谷仓。1982年起，新丰供销社干部、潮阳人许业萍居士，积极发动捐资修寺。后请释达善（弘禅徒弟，潮安县庵埠人，今住汕头市区精舍，任达濠区紫峰岩住持）来住持，往返饶、汕，修补古刹，主持塑佛，建天公亭等。从1997年至越年重建了大雄宝殿、僧舍等，建筑面积500平方米，另有般若堂、功德堂因缺资而未完工。在重建而拆屋顶时，发现栋梁头埋有5张布条，各写逢甲子年重修，十分奇妙。,35,0757-82285400,,,,免费,,广东省佛山市佛山城区祖庙路五号,
44721882,/poi/5440105.html,5440105,佛山祖庙,3,叶问堂，黄飞鸿纪念馆，孔庙都在祖庙里边，氛围还是不错的～,2015-06-29 17:11:12,佛山祖庙始建于北宋年间（公元1078-1085年），当时被称作祖堂、北帝庙，明代改称灵应祠，是供奉道北方玄天大帝的神庙，宋元时期一直是佛山各宗祠公众议事的地方，祖庙元末被焚毁，明朝（1372年）重建，至清代初年，形成今日的庙宇建筑群。祖庙现由万福台、灵应牌坊、锦香池、三门、前殿正殿、庆真楼等建筑物组成，建筑装饰用了陶塑、木雕、砖雕、灰塑等技艺，佛山祖庙与肇庆悦城龙母庙、广州陈家祠并称为岭南古建筑三大瑰宝。祖庙中除了传统的岭南建筑装饰外，最吸引人的便是关于佛山武术的展览，叶问堂和黄飞鸿纪念馆里收藏了两位武术宗师的生平资料等，吸引了很多武术迷前来参观。,854,0757-82293723,http://www.fszumiao.com/,3小时,乘坐101、104B、105、106、107、109、110、111、112等多路公交车到祖庙站下车。,20元（60岁以上半价）,8:30-19:00,广东省佛山市城区禅城区祖庙路21号市博物馆内,
44721882,/poi/6628039.html,6628039,岭南新天地,4,很有特色风格的建筑群吧，卖纪念品，更多的是各种休闲屋吧，最好是我带着你，你带着钱来，悠哉悠哉～你一定要带着钱啊～,2015-06-29 17:16:58,岭南新天地以祖庙、东华里等建筑的历史风貌为基础，还原了部分岭南建筑，在这里可以看到充满岭南特色的骑楼、锅儿式山墻、雕花屋檐、蜿蜒街巷等建筑。景区内还有商铺、餐厅、特色小吃摊、咖啡馆等，是当地人假日逛街休闲的好去处。,919,,,半天,104、106、109、114、140路公交车至人民路站下车,,,禅城区祖庙东华里中心地段,
44721882,/poi/6328192.html,6328192,千灯湖,3,较大的带湖公园，白天去的，没看到千灯，人很少，高大的乔木很少，所以热半死，湖心岛没路过去啊，一定要租船吗？,2015-06-30 18:47:04,千灯湖公园主要由千灯湖和市民广场两部分组成，园内景观主要有人工湖、历史观测塔、12座水上茶亭、5座大小溪流、6座山上景观塔南水门、二十一世纪岛、凤凰亭、凤凰廊、花迷宫等。夜晚是千灯湖最美的时候，当千盏颜色各异的景灯亮起，美丽的景色吸引了无数摄友、诗友、情侣和市民前来观赏。,175,0757-65110256;0757-82212061,,半天,102、104、120、132、137路公交车至千灯湖总站下车后步行可到，或乘坐广佛线地铁可直达千灯湖地铁站。,,,广东省佛山市南海区灯湖西路,
44721882,/poi/371.html,371,黄飞鸿纪念馆,3,东西很少，除了各种黄飞鸿海报好像就没有什么了～,2015-06-30 19:08:32,黄飞鸿纪念馆为一座两层仿清代青砖镬耳建筑，整个纪念馆为两层两进深三开间仿清代镬耳式建筑，内设陈列馆、影视厅、演武厅、演武天井等。陈列部除了介绍黄飞鸿的生平事迹，还全面展示了近70年来围绕黄飞鸿而产生的各种文艺作品以及上千件珍贵文物。,171,0757-86896989,,1小时,乘坐101、104B、105、106、107、109、110、111、112等多路公交车到祖庙站下车,祖庙门票20元，纪念馆包含在内,08:30-19:00,佛山市祖庙路21号祖庙内,
44721882,/poi/5440100.html,5440100,佛山梁园,3,还好吧，话说点评为毛一定要15字以上呢，不点评还不行啊,2015-06-30 19:09:35,梁园全名佛山梁氏宅园，由十二石斋、群星草堂、汾江草芦、寒香馆等多个建筑群体组成。梁园由梁蔼如、梁九章、梁九图等叔侄四人，于清代（公元1796-1850年）陆续建成，历时40余年，其主体位于松风路先锋古道，其他位于松风路西贤里和升平路松桂里，与顺德清晖园、番禺余荫山房及东莞可园并称为清代广东四大名园。梁园内的小桥流水、亭台楼阁、假山奇石装饰风格尽显玲珑典雅，园内珍藏的历代书法家名贴如数家珍。秀水、奇石、名贴堪称梁园“三宝”。民初，梁园已经残破，濒于损毁，后当地政府在1994大规模整修，才得以恢复昔日辉煌。,532,0757-2241279;0757-82258995,,半天,105、106、114、118、128路公交车至梁园站下车,10元,9:00-17:00,广东省佛山市松风路先锋古道93号,
44721882,/poi/5429107.html,5429107,南风古灶,3,这是一个以陶瓷为主题的明清建筑群吧，都是陶瓷商店，你不买陶瓷去有毛意思啊，所谓马桶瀑布大缸瀑布就是一堵墙上挂满马桶大缸，然后有水流下来，不是飞溅而下哦，比抽马桶水流都小啊，没抽干净在漏水的感觉啊，南风古灶是建筑群其中一部分，靠高庙路有正门，其他出入口都是小巷口一个保安亭，门票25，还送你一扎带手上，可以多次出入，蛮人性化的是不是？但里面其实内容不多，两棵树，两三厅堂，两三小店，两三窑，两三巷…,2015-06-30 19:05:29,南风古灶始建于1506年，其制陶历史已有五百多年，有“陶瓷活化石”之称。景区由南风古灶、陶塑公园、绿舟孔雀园三个部分组成，园内有古寮场，明清古建筑群、玩陶中心、石湾陶瓷博物馆、公仔街、大缸瀑布等景观，其中最著名的是一座建于明代正德年间（1506—1521）的龙窑，五百年来窑火不断且保存完好，是世界上持续使用至今最古老的龙窑。,717,0757-82661888;0757-82261506,,半天,109、120、137、桂26、临8路公交车至南风古灶站下车可到。,25元,,佛山市禅城区石湾镇高庙路5-6号,
44721882,/poi/5812.html,5812,武汉大学Wuhan University,5,武汉大学，我来过了，再也没有什么能让我遗忘～,2015-07-02 19:56:50,武汉大学前身为清末湖广总督张之洞创立的自强学堂，1928年，更名为“国立武汉大学”。 武汉大学濒临东湖，环抱珞珈山，校园内绿树成荫，中西合璧的宫殿式建筑群古朴典雅，巍峨壮观，一批建筑如宋卿体育馆、樱园老斋舍、图书馆、半山庐等，被列为全国文物重点保护单位，住宿区还有桂园、枫园、樱园、梅园等四大名园。网评武汉大学为中国十大最美高校之一。 古朴的建筑点缀于茂密的树林之间，四季花开不败，走在校园里，花香鸟语。拿一本书，找一个安静的地方，重温青春时光。,5175,027-68755114,http://www.whu.edu.cn,2-3小时,在武汉到武大的公交车很多，乘317、413、515、519、552、564、572、587、591、608、724路在八一路珞珈山下车即可到达。,武汉大学在每年樱花季时期会向外来游客收取20元参观票，其余时间免费。,全天开放,武汉市武昌区珞珈山路16号,武汉大学樱花节
44721882,/poi/5426285.html,5426285,黄鹤楼Yellow Crane Tower,3,黄鹤楼公园思密达～公园旁有条街，街上有个妞，那妞开家店，点名啪啪啪,2015-07-02 19:48:09,黄鹤楼位于武昌江畔，紧邻长江大桥，有“天下江山第一楼”的美誉，是地理上武汉的中心。因为建于蛇山之上，再加上5层的楼高，以及周边无高层建筑，所以这里的视野非常开阔。除了黄鹤楼之外，景区内还有大量的石碑、石刻，都是历代名人的真迹。这里绿化非常高，不行在山间非常惬意。每天在落梅轩还有楚地特色的编钟表演，时间分别为10:00，11:40，14:20，16:00，表演免费。,4314,027-88871394,,2小时,电车1路、电车4路，公交10、61、64、108、401、402、411、413、584等路到黄鹤楼站下。或者乘车在阅马场下车（参见首义广场交通）,A.免票政策：儿童在1.2m以下免票，70周岁以上的老人（凭身份证或老年证）免票，现役军人（凭现役军人有效证件）免票、残疾人（凭残疾人证）免票 B.优惠政策：身高1.2-1.4m购儿童票40元，60-69岁的老人（凭身份证或老年证）预订老年票40元，（本科及以下）持有效学生证购票40元,07:30—18:30(4月1日至10月31日)；07:30—17:30(11月1日至3月31日,湖北省武汉市武昌蛇山,
44721882,/poi/5688884.html,5688884,武昌火车站,2,火车站啊火车站啊火车站，不是很整洁的感觉,2015-07-02 19:21:03,,,,,,,,,,
